N, W, Date, Time, Tx0, Tx1, Tx2, Tx3, Tx4, Tx5, Tx6, Tx7, Tx8, Tx9, Tx10, Tx11, Tx12, Tx13, Tx14, Tx15, Tx16, Tx17, Tx18, Tx19, Tx20, Tx21, Tx22, Tx23, Tx24, Tx25, Tx26, Tx27, Tx28, Tx29, Tx30, Tx31, Tx32, Tx33, Tx34, Tx35, Tx36, Tx37, Tx38, Tx39, Tx40, Tx41, Tx42, Tx43, Tx44, Tx45, Tx46, Tx47, Tx48, Tx49, Tx50, Tx51, Tx52, Tx53, Tx54, Tx55, Tx56, Tx57, Tx58, Tx59, Tx60, Tx61, Tx62, Tx63, Tx64, Tx65, Tx66, Tx67, Tx68, Tx69, Tx70, Tx71, Tx72, Tx73, Tx74, Tx75, Tx76, Tx77, Tx78, Tx79, Tx80, Tx81, Tx82, Tx83, Tx84, Tx85, Tx86, Tx87, Tx88, Tx89, Tx90, Tx91, Tx92, Tx93, Tx94, Tx95, Tx96, Tx97, Tx98, Tx99
40.00843, 105.26733, 8/19/2011, 3:57 PM, -199.99, -19.50, -199.99, -19.50, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -20.50, -20.50, -20.50, -199.99, -199.99, -199.99, -199.99, -20.50, -19.50, -199.99, -199.99, -19.50, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -199.99, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -2.50, -2.50, -2.50, -4.20, -2.50, -2.50, -5.50, -2.50, -1.50, -5.50, -2.50, -2.50, -5.50, -2.50, -2.50, -6.00, -4.60, -3.50, -2.50, -3.50, -2.50, -2.50, -3.50, -2.50, -1.50, -2.50, -2.50, -2.50, -2.50, -2.50, -6.00, -2.50, -4.20, -1.50, -0.50, -1.50, -1.50, -2.50, -2.50, -2.50, -6.00, -2.50, -2.50, -1.50, -1.50, -1.50, -1.50, -5.00, -2.50, -1.50, -2.50, -2.50, -2.50, -2.50, -1.50, -1.50, -1.50, -1.50
40.00842, 105.26737, 8/19/2011, 3:59 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -10.50, -9.50, -9.50, -9.50, -199.99, -199.99, -9.50, -9.50, -9.50, -10.50, -199.99, -10.50, -10.50, -10.50, -10.50, -10.50, -199.99, -199.99, -199.99, -10.50, -199.99, -199.99, -199.99, -199.99, -199.99, -9.50, -9.50, -7.50, -7.50, -7.50, -8.50, -8.50, -199.99, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -1.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50
40.00868, 105.26988, 8/19/2011, 4:15 PM, -199.99, -25.50, -24.50, -24.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -199.99, -199.99, -22.50, -199.99, -199.99, -199.99, -199.99, -22.50, -14.50, -19.50, -22.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -199.99, -199.99, -199.99, -19.50, -199.99, -199.99, -199.99, -199.99, -199.99, -22.50, -19.50, -199.99, -8.50, -8.50, -8.50, -10.20, -8.50, -8.50, -8.50, -8.50, -8.50, -7.50, -8.50, -13.80, -8.50, -9.50, -9.50, -8.50, -8.50, -12.20, -10.50, -10.50, -10.50, -8.50, -8.50, -8.50, -8.50, -9.50, -8.50, -7.50, -8.50, -7.50, -7.50, -8.80, -7.50, -8.50, -8.50, -10.50, -8.50, -8.50, -8.50, -9.00, -8.50, -8.50, -7.50, -8.50, -8.50, -8.50, -8.50, -8.50, -11.50, -8.50, -8.50, -7.50, -8.50, -8.50, -8.50, -9.50, -9.50
40.00871, 105.26994, 8/19/2011, 4:17 PM, -199.99, -18.50, -21.50, -199.99, -199.99, -199.99, -21.50, -199.99, -199.99, -22.50, -18.50, -199.99, -199.99, -25.50, -22.50, -199.99, -26.50, -16.50, -18.80, -15.80, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.80, -24.50, -18.50, -18.50, -199.99, -199.99, -199.99, -199.99, -15.80, -22.50, -199.99, -199.99, -15.80, -10.50, -10.50, -10.50, -11.50, -11.00, -10.50, -11.50, -12.00, -11.50, -10.50, -12.00, -11.50, -10.50, -9.50, -9.50, -10.50, -10.50, -11.50, -10.50, -9.50, -9.50, -9.50, -9.50, -8.50, -8.50, -8.50, -8.50, -8.50, -9.50, -10.50, -10.50, -9.50, -9.50, -10.50, -10.50, -10.50, -10.50, -10.50, -10.50, -10.50, -10.50, -12.00, -11.50, -11.50, -15.00, -10.50, -11.50, -10.50, -9.50, -9.50, -9.50, -10.50, -9.50, -9.50, -9.50, -9.50, -9.50, -10.50, -9.50
40.00867, 105.27119, 8/19/2011, 4:21 PM, -7.50, -7.50, -199.99, -199.99, -199.99, 0.50, 4.40, 2.20, 0.50, -7.50, 7.50, -7.50, -7.50, 9.20, -7.50, -199.99, -199.99, -199.99, 4.40, 6.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, 0.50, 7.00, -7.50, -2.50, -0.50, 1.50, -199.99, -199.99, -199.99, -199.99, 0.50, -199.99, 7.50, 8.20, -2.50, 3.50, -7.50, -7.50, -7.50, 12.50, 13.50, 13.50, 13.50, 15.00, 14.50, 14.50, 14.00, 12.50, 12.50, 13.50, 13.50, 13.50, 13.50, 14.50, 14.50, 13.50, 13.50, 11.50, 11.40, 12.50, 12.50, 13.50, 14.50, 14.50, 14.50, 13.50, 13.50, 13.50, 13.50, 12.40, 14.50, 14.50, 14.50, 15.50, 14.50, -199.99, 14.50, 13.50, 13.50, 11.40, 13.50, 13.50, 13.50, 10.50, 13.50, 13.50, 13.50, 13.50, 13.50, 11.40, 13.50, 13.50, 13.50, 13.50
40.00872, 105.27198, 8/19/2011, 4:25 PM, -199.99, -199.99, -199.99, -3.00, -3.00, -199.99, -199.99, -199.99, -3.00, -3.00, -199.99, -199.99, -199.99, -199.99, -3.00, -3.00, -2.00, -199.99, -2.00, -199.99, -2.00, -3.00, -199.99, -199.99, -3.00, -199.99, -5.30, -3.00, -3.00, -4.30, -199.99, -3.00, -4.00, -199.99, -199.99, -199.99, -4.00, -199.99, -199.99, -3.00, -3.00, -199.99, -199.99, -199.99, 7.00, 7.00, 7.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 7.00, 7.00, 8.00, 9.00, 9.00, 9.00, 8.00, 8.00, 8.00, 7.00, 8.00, 8.00, 8.00, 7.00
40.00860, 105.27256, 8/19/2011, 4:28 PM, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -199.99, -199.99, -4.60, -11.50, -4.60, 1.00, -6.80, -6.80, -199.99, -11.50, -11.50, -8.50, -10.50, -10.50, -10.50, -10.50, -11.50, -12.50, -11.50, -5.80, -11.50, -199.99, -199.99, 0.20, -11.50, -199.99, -11.50, -11.50, 5.50, -199.99, -11.50, -12.50, -199.99, 4.50, 4.50, 4.50, 4.50, 4.50, 0.20, -199.99, -199.99, -199.99, 4.50, 4.50, 4.50, 4.50, 4.50, -199.99, 4.50, -12.50, 4.50, -199.99, 5.50, 5.00, 5.50, 5.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, -199.99, 6.50, -199.99, -199.99, 6.50, 6.50, -199.99, 6.00, 7.50, -199.99, 7.50, -199.99, -199.99, -199.99, 6.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99
40.00872, 105.27267, 8/19/2011, 4:29 PM, -6.50, -8.50, -199.99, 1.50, -6.50, -8.50, -8.50, -4.80, -8.50, -8.50, -199.99, -199.99, 0.50, -8.50, -8.50, -4.80, -8.50, -199.99, -8.50, -9.50, -6.50, 0.50, -8.50, -8.50, -199.99, -6.50, -8.50, -199.99, -199.99, -6.50, -199.99, -199.99, 1.00, -2.50, 1.50, -8.50, -6.50, -8.50, -199.99, -7.50, -8.50, -7.50, -199.99, 6.50, 6.50, 6.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, -199.99, 8.50, 8.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 6.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 8.00, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50
40.00875, 105.27264, 8/19/2011, 4:31 PM, -3.50, -11.50, -11.50, -11.50, -11.50, -199.99, -199.99, -11.50, -11.50, -11.50, -199.99, -199.99, -11.50, -199.99, -12.50, -199.99, -199.99, -12.50, -11.50, -199.99, -13.50, -12.50, -12.50, -12.50, -199.99, -2.50, -5.50, -12.50, -11.50, -199.99, -10.50, -199.99, -199.99, -3.50, -12.50, -199.99, -2.50, -199.99, -11.50, -10.50, -199.99, -5.50, 9.50, 5.20, 9.50, 9.50, 8.00, 10.50, 9.40, 10.50, 10.50, 10.50, 9.40, 8.40, 9.50, 9.50, 7.50, 9.50, 9.50, 7.50, 9.50, 9.50, 10.50, 10.50, 9.80, 10.50, 7.50, 9.50, 4.50, 9.50, 9.50, 9.50, 9.50, 9.50, 6.50, 9.20, 9.50, 9.50, 9.50, 6.20, 6.20, 10.50, 10.50, 4.50, 9.50, 9.50, 9.50, 7.50, 5.20, 7.00, 9.50, 9.50, 9.50, 7.80, 5.20, 8.40, 7.00, 9.50, 4.50, 9.20
40.00868, 105.27265, 8/19/2011, 4:33 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -16.50, -16.50, -199.99, -199.99, -199.99, -17.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -199.99, -16.50, -199.99, 7.50, -18.50, 8.50, -18.50, -199.99, -199.99, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, 6.50, 6.50, 6.50, 7.50, 7.50, 6.50, 7.50, 7.50, -199.99, 7.00, 7.50, 7.50, 7.50, 3.50, 7.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, -199.99, -199.99, 7.50, 7.50, 7.50, 8.50, -199.99, 8.50, -199.99, 7.50, 7.50, 7.50, 7.50, 7.00, 7.50, 6.50, 6.50, -199.99, 6.50, 6.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 4.80, 6.50, 6.50, 6.50, 7.50, 7.50, 7.50, 6.50, 6.50
40.00957, 105.26424, 8/20/2011, 4:07 PM, -14.50, -14.50, -14.50, -14.50, -199.99, -199.99, -199.99, -10.50, -14.50, -14.50, -15.50, -199.99, -199.99, -199.99, -199.99, -15.50, -199.99, -15.50, -14.50, -199.99, -199.99, -8.60, -199.99, -7.00, -199.99, -199.99, 0.00, 0.00, -8.00, -4.00, -199.99, -8.00, -199.99, -199.99, -9.00, -199.99, -8.00, -8.00, -199.99, -199.99, -8.00, -8.00, -199.99, -199.99, -199.99, -199.99, -8.00, -199.99, 8.70, 9.00, 8.00, 9.00, 9.00, 8.00, 8.00, 7.00, 7.00, 6.00, 5.70, 6.00, 3.00, 5.00, 5.00, 4.00, 4.00, 4.00, 1.00, 3.00, 3.00, 3.00, 0.00, 2.30, 3.00, 2.00, 2.00, 2.00, 1.00, -199.99, 4.00, 4.00, 4.00, 5.00, 5.00, 4.00, 3.00, 2.00, 2.00, 0.00, -1.00, -1.00, 0.00, -2.00, -2.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00
40.00960, 105.26550, 8/20/2011, 4:14 PM, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -15.50, -15.50, -15.50, -15.50, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -15.50, -199.99, -14.50, -14.50, -199.99, -14.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -14.50, -14.50, -14.50, -14.50, -199.99, -199.99, -0.50, -0.50, 0.50, 0.50, 0.50, -0.50, -0.50, -2.20, -0.50, -0.50, -2.60, -1.50, -1.50, -1.50, -0.50, -1.50, -1.50, -1.50, -0.50, -0.50, -0.50, -2.70, 0.50, -1.80, -0.50, -0.50, -0.50, -2.20, -0.50, -0.50, -3.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -2.20, -0.50, -0.50, -0.50, -0.50, -1.50, -1.80, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -2.20, -0.50, -0.50, -0.50, 0.50
40.00954, 105.26539, 8/20/2011, 4:15 PM, -16.50, -199.99, -199.99, -16.50, -199.99, -199.99, -12.50, -15.50, -9.80, -17.50, -17.50, -17.50, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -17.50, -6.80, -199.99, -14.50, -199.99, -199.99, -9.80, -14.50, -17.50, -17.50, -7.50, -199.99, -199.99, -17.50, -17.50, -17.50, -14.50, -9.80, -14.50, -17.50, -199.99, -199.99, -199.99, -4.50, -0.50, -0.50, -0.50, -0.50, -4.00, -2.60, -2.60, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -2.20, -1.50, -0.50, -1.50, -1.50, -1.50, -0.50, -0.50, 0.50, 0.50, -0.50, -2.60, -2.20, -3.20, -0.50, -0.50, -2.60, 0.50, -0.50, -0.50, -2.60, -2.70, -0.50, -0.50, 0.50, 0.50, -2.60, -0.50, 0.50, -2.70, -2.60, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -3.50, -0.50, -0.50, -0.50, -0.50, -1.50
40.00957, 105.26561, 8/20/2011, 4:17 PM, -199.99, -199.99, -199.99, -5.50, -5.50, -17.50, -17.50, -17.50, -199.99, -199.99, -199.99, -15.50, -199.99, -199.99, -199.99, -15.50, -14.50, -6.80, -199.99, -17.50, -17.50, -199.99, -199.99, -199.99, -17.50, -15.50, -199.99, -199.99, -199.99, -9.80, -199.99, -17.50, -199.99, -199.99, -199.99, -199.99, -199.99, -13.50, -199.99, -13.50, -199.99, -1.50, -1.50, -0.50, -0.50, -0.50, -0.50, -1.50, -0.50, -2.60, -1.80, -0.50, -0.50, -0.50, -0.50, -0.50, -1.50, -0.50, -0.50, 0.50, -0.80, 0.50, -0.50, -0.50, -2.60, -0.50, -0.50, -0.50, -0.50, -2.60, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -1.80, -0.50, -0.50, -0.50, -0.50, -1.00, -2.60, -0.50, -2.60, -0.50, -0.50, -2.60, -0.50, -0.50, -4.00, -0.50, -4.00, -1.00, -0.50, -0.50, -2.70
40.00961, 105.26556, 8/20/2011, 4:19 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -199.99, -199.99, -17.50, -17.50, -199.99, -17.50, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -199.99, -17.50, -199.99, -17.50, -17.50, -199.99, -199.99, -199.99, -17.50, -17.50, -199.99, -199.99, -199.99, -199.99, -17.50, -17.50, -199.99, -18.50, -199.99, -199.99, -199.99, -2.20, -1.50, -2.50, -2.50, -1.50, -1.50, -2.50, -1.50, 0.50, 0.50, -1.50, -2.60, -1.50, -4.50, -2.50, -3.60, -1.50, -1.50, -2.50, -2.50, -1.50, -2.50, -1.50, -1.50, -1.50, -3.60, -1.50, -5.50, -0.50, -0.50, -5.80, -1.50, -7.80, -2.50, -4.20, -2.50, -4.50, -6.00, -1.50, -1.50, -0.50, -2.60, -1.50, -1.80, -3.60, -1.50, -1.50, -1.50, -1.50, -1.50, -1.50, -5.80, -5.80, -1.50, -2.50, -4.60, -4.50, -2.80, -1.50
40.01055, 105.26452, 8/20/2011, 4:24 PM, -6.50, -9.50, -3.50, -10.50, -10.50, -199.99, -0.80, -2.50, -9.50, -2.80, -199.99, -10.50, -10.50, -6.50, -9.50, -199.99, -9.50, -9.50, -9.50, -199.99, -10.50, -9.50, -6.50, -199.99, -9.50, -199.99, -9.50, -9.50, -199.99, -199.99, -9.50, -9.50, -199.99, -1.80, -9.50, 3.00, -9.50, -9.50, -3.50, -9.50, -3.50, -9.50, 6.50, 5.50, 6.50, 6.50, 6.50, 6.50, 6.50, 7.50, 8.50, 8.50, 6.50, 7.50, 7.50, 6.50, -199.99, 6.50, 3.50, 6.50, 6.50, 5.50, 6.50, 6.50, 7.50, 6.50, 6.50, 7.50, 7.50, 7.50, -199.99, 7.50, 8.50, 8.50, 6.80, 5.80, 6.20, 7.50, 7.50, 8.50, 6.50, 6.50, 8.50, 6.80, 8.50, 7.50, 6.50, 8.50, 8.50, 6.80, 7.50, -199.99, 7.50, 5.80, 4.40, 7.50, 7.50, 8.50, 4.00, 8.50
40.01055, 105.26459, 8/20/2011, 4:26 PM, -8.50, -18.50, -12.50, -16.50, -199.99, -4.80, -6.50, -19.50, -18.50, -199.99, -8.50, -199.99, -199.99, -11.50, -15.50, -16.50, -18.50, -16.50, -17.50, -18.50, -199.99, -199.99, -2.50, -3.50, -9.50, -199.99, -17.50, -199.99, -199.99, -12.50, -199.99, -14.50, -199.99, -199.99, -14.50, 3.50, -16.50, -16.50, -17.50, -199.99, -6.80, -199.99, -17.50, -199.99, -16.50, 3.50, 3.50, 0.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 5.50, 5.50, 3.50, 3.50, 3.50, -199.99, 2.80, 3.80, 5.50, 5.50, 4.50, 4.50, 4.50, 4.50, 3.50, 4.50, 4.50, 3.50, 4.50, 4.50, 3.50, 3.50, 3.50, 3.50, 2.50, 3.50, 3.50, 3.20, 4.50, 4.50, 4.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 4.50, 4.50, 4.50, 2.30
40.01051, 105.26446, 8/20/2011, 4:28 PM, -10.50, -199.99, -10.50, -9.50, -10.50, -199.99, -12.50, -199.99, -6.80, -199.99, -199.99, -9.50, -10.50, -199.99, -199.99, -6.50, -12.50, -12.50, -10.50, -199.99, -199.99, -199.99, -10.50, -199.99, -9.50, -10.50, -9.50, -9.50, -8.50, -9.50, -9.50, -199.99, -5.80, -199.99, -199.99, 0.00, -10.50, -10.50, -8.50, -10.50, -9.50, -0.80, 4.50, 3.50, -2.50, 3.50, 2.50, 3.50, 3.50, 0.50, 3.50, 2.50, -0.50, 5.50, 4.50, 1.80, 3.50, 3.50, -2.50, 2.50, 0.80, 2.50, 2.50, 3.50, 3.50, -0.50, 3.50, -1.80, 3.50, -1.80, -1.80, -1.80, 3.50, 1.40, 3.50, 3.50, -1.80, -1.80, -1.80, 1.80, 1.80, 3.50, 0.50, 4.50, 2.50, 2.50, 0.40, -2.50, 3.50, -199.99, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 4.50, 4.50, 2.50, 2.50
40.01055, 105.26447, 8/20/2011, 4:30 PM, -9.50, -9.50, -199.99, -4.50, -199.99, -10.50, -10.50, -5.60, -7.80, -10.50, -7.80, -10.50, -199.99, -10.50, -199.99, -12.50, -199.99, -10.50, -199.99, -10.50, -7.80, -10.50, -12.50, -199.99, -10.50, -199.99, -199.99, -9.50, -10.50, -199.99, -199.99, -9.50, -12.50, -9.50, -199.99, -199.99, -10.50, -199.99, -7.80, -10.50, -9.50, -9.50, -199.99, 3.50, 0.00, 3.50, 3.50, 0.00, 3.50, 3.50, 3.50, 3.50, 2.50, 1.80, 3.50, 3.50, 3.50, 4.50, 4.50, 4.50, 4.50, 4.50, 2.80, 2.80, -0.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 0.50, 4.50, 4.50, 4.50, 3.50, 0.50, 3.50, 3.50, 3.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 1.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 2.30, 4.50, 4.50, 4.50
40.01049, 105.26552, 8/20/2011, 4:33 PM, -8.50, -199.99, -11.50, -4.80, -199.99, -14.50, -14.50, -199.99, -199.99, -199.99, -11.50, -199.99, -199.99, -4.50, -6.80, -16.50, -16.50, -16.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, 0.50, -11.50, -16.50, -16.50, -16.50, -199.99, -199.99, -199.99, -0.70, -11.50, -3.80, -5.00, -16.50, -11.50, -199.99, -199.99, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, -2.80, 0.50, 0.50, 0.50, 0.50, 0.50, 1.50, 1.50, -2.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, -2.80, 1.50, -0.20, -0.20, 0.50, -1.20, -0.80, 0.50, -1.20, -0.80, -4.80, -0.80, 0.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, -0.70, -2.80, -0.60, -0.60, -1.70, 0.50, -1.70, 0.50, -2.50, 0.50, -0.80, -0.80, 0.50, 1.50
40.01052, 105.26654, 8/20/2011, 4:37 PM, -13.50, -199.99, -199.99, -12.80, -13.50, -10.80, -199.99, -199.99, -7.80, -14.50, -199.99, -199.99, -13.50, -17.50, -17.50, -17.50, -13.50, -13.50, -16.50, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -12.50, -199.99, -18.50, -15.50, -15.50, -199.99, -199.99, -12.50, -15.50, -199.99, -15.50, -199.99, -199.99, -15.50, -199.99, -199.99, -199.99, -12.50, -12.50, -199.99, -2.50, -3.50, -2.50, -2.50, -1.50, -4.60, -2.50, -4.80, -1.50, -1.50, -1.50, -3.60, -3.60, -5.00, -3.60, -2.80, -1.50, -1.50, -1.50, -4.20, -2.50, -3.80, -2.50, -2.50, -4.60, -3.80, -2.50, -2.50, -2.50, -5.50, -2.50, -2.50, -4.60, -4.60, -2.50, -4.60, -5.60, -3.50, -5.60, -3.50, -4.80, -3.50, -3.50, -2.50, -5.50, -4.20, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -3.50
40.01051, 105.26731, 8/20/2011, 4:43 PM, -199.99, -15.80, -14.50, -14.50, -14.50, -17.50, -199.99, -19.50, -199.99, -199.99, -199.99, -13.50, -21.50, -199.99, -19.80, -199.99, -14.50, -199.99, -13.50, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -13.50, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -14.00, -13.50, -13.50, -20.50, -9.20, -20.50, -8.50, -8.50, -8.50, -13.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.80, -7.50, -8.20, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -8.50, -8.50, -8.50, -7.50, -7.50, -6.50, -6.50, -7.50, -8.50, -12.00, -9.50, -8.00, -5.50, -5.50, -5.60, -2.50, -5.50, -3.50, -3.50, -2.50, -8.50, -5.50, -5.50, -7.50, -7.50, -7.50, -7.50, -8.50, -10.50
40.01057, 105.26730, 8/20/2011, 4:45 PM, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -20.50, -19.50, -19.50, -19.50, -19.50, -19.50, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -12.80, -19.50, -19.50, -21.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.50, -19.50, -199.99, -199.99, -199.99, -199.99, -13.50, -23.50, -19.50, -199.99, -199.99, -8.50, -8.50, -11.00, -8.50, -8.50, -8.50, -10.50, -10.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -14.50, -8.50, -9.20, -11.00, -11.50, -14.50, -8.50, -8.50, -8.80, -13.50, -9.60, -11.50, -14.50, -8.50, -10.50, -8.50, -12.80, -8.50, -9.60, -12.80, -9.60, -12.80, -12.80, -8.50, -8.50, -8.50, -13.50, -8.50, -8.50, -9.60, -8.50, -14.50, -8.50, -15.80, -14.00, -13.50, -10.50, -15.80, -8.50, -13.50, -14.00, -8.50, -11.00, -16.60
40.00996, 105.26784, 8/20/2011, 4:52 PM, -199.99, -7.50, -7.50, -199.99, -199.99, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -7.50, -199.99, -199.99, -199.99, -199.99, -199.99, -7.50, -199.99, -7.50, -199.99, -7.50, -7.50, -7.50, -7.50, -7.50, -199.99, -7.50, -199.99, -199.99, -199.99, -7.50, -7.50, -7.50, -7.50, -199.99, -7.50, -5.50, -7.50, -199.99, -199.99, -199.99, -7.50, 4.00, 3.20, 7.50, 7.50, 8.50, 3.50, 7.40, 8.50, 7.80, 8.50, 8.50, 8.50, 7.40, 8.50, 8.50, 3.00, 8.50, 8.50, 8.50, 6.00, 9.50, 7.50, 9.50, 6.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 9.50, 7.50, 9.50, 9.50, 8.50, 7.40, 8.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 7.50, 7.50, 5.00, 7.50, 7.50, 8.50, 8.50, 8.50
40.00968, 105.26864, 8/20/2011, 4:55 PM, -199.99, -199.99, -199.99, -13.50, -199.99, -199.99, -13.50, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -13.50, -14.50, -13.50, -199.99, -13.50, -199.99, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -13.50, -13.50, -13.50, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -4.80, -3.50, -3.50, -3.50, -5.70, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -3.80, -3.50, -3.50, -5.20, -3.50, -5.20, -3.50, -3.50, -6.50, -2.50, -2.50, -2.50, -4.20, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -2.50, -4.60, -2.50, -2.50, -2.50, -2.50, -2.50, -4.70, -4.60, -3.50, -3.50, -3.50, -3.50, -5.60, -3.50
