N, W, Date, Time, Tx0, Tx1, Tx2, Tx3, Tx4, Tx5, Tx6, Tx7, Tx8, Tx9, Tx10, Tx11, Tx12, Tx13, Tx14, Tx15, Tx16, Tx17, Tx18, Tx19, Tx20, Tx21, Tx22, Tx23, Tx24, Tx25, Tx26, Tx27, Tx28, Tx29, Tx30, Tx31, Tx32, Tx33, Tx34, Tx35, Tx36, Tx37, Tx38, Tx39, Tx40, Tx41, Tx42, Tx43, Tx44, Tx45, Tx46, Tx47, Tx48, Tx49, Tx50, Tx51, Tx52, Tx53, Tx54, Tx55, Tx56, Tx57, Tx58, Tx59, Tx60, Tx61, Tx62, Tx63, Tx64, Tx65, Tx66, Tx67, Tx68, Tx69, Tx70, Tx71, Tx72, Tx73, Tx74, Tx75, Tx76, Tx77, Tx78, Tx79, Tx80, Tx81, Tx82, Tx83, Tx84, Tx85, Tx86, Tx87, Tx88, Tx89, Tx90, Tx91, Tx92, Tx93, Tx94, Tx95, Tx96, Tx97, Tx98, Tx99
40.00419, 105.26672, 8/17/2011, 2:46 PM, -11.50, -199.99, -12.50, -15.50, -16.50, -199.99, -16.50, -16.50, -15.50, -14.50, -14.50, -15.50, -199.99, -12.50, -199.99, -199.99, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -16.50, -199.99, -15.50, -16.50, -15.50, -13.50, -199.99, -13.50, -13.50, -199.99, -17.50, -16.50, -15.50, -16.50, -16.50, -17.50, -199.99, -199.99, -17.50, 2.80, 4.50, 4.50, 4.50, 4.50, 1.80, 2.50, 4.50, 1.80, 3.50, 2.50, 1.80, 3.50, 3.50, 3.50, 4.50, 4.50, 3.00, 3.50, 3.50, 3.50, 3.50, 2.50, 4.50, 4.50, 5.50, 3.80, 4.50, 4.50, 4.50, 4.50, 3.50, 1.80, 4.50, 3.50, 4.50, 5.50, 5.50, 4.50, 4.50, 3.50, 5.50, 3.50, 1.50, 3.50, 4.50, 4.50, 4.50, 4.50, 3.50, 3.50, 2.50, 2.50, 3.50, 3.50, 3.50, 2.80, 5.50
40.00423, 105.26759, 8/17/2011, 2:49 PM, -199.99, -1.80, 0.20, -7.50, -199.99, -199.99, -2.50, 2.20, 4.50, -199.99, -7.50, -7.50, -199.99, -199.99, -199.99, 0.50, -6.50, -199.99, -199.99, -3.50, -199.99, -199.99, -199.99, -7.50, -0.80, -199.99, 0.50, -7.50, -7.50, -199.99, -199.99, -199.99, -1.50, -1.50, -7.50, 2.20, -8.50, -8.50, -199.99, -199.99, -199.99, -1.50, 0.20, -1.50, 10.50, 11.50, 6.50, 9.80, 11.00, 6.20, 9.80, 11.50, 11.50, 11.50, 11.50, 11.50, 11.50, 12.50, 12.50, 11.50, 11.50, 10.50, 10.50, 12.50, 11.50, 12.50, 13.50, 13.50, 13.50, 12.50, 11.50, 12.50, 11.50, 11.50, 11.50, 11.50, 11.50, 10.50, 10.50, 10.00, 7.50, 10.50, 11.50, 7.50, 6.20, 12.50, 11.20, 12.00, 10.30, 10.80, 10.80, 11.40, 9.40, 11.00, 9.80, 12.50, 8.50, 9.80, 11.20, 10.40
40.00424, 105.26754, 8/17/2011, 2:51 PM, -199.99, -199.99, 15.00, 11.00, 14.00, 17.00, 14.00, -199.99, -199.99, -199.99, 12.00, 11.00, 18.90, 11.00, 11.00, -199.99, -199.99, -199.99, 14.70, 11.00, 11.00, 11.00, -199.99, 11.00, -199.99, -199.99, 11.00, 13.00, 10.00, 7.00, -199.99, 12.00, 11.00, 5.00, 8.00, 11.00, -199.99, -199.99, -199.99, 12.00, -199.99, 4.00, 19.50, 19.50, 19.50, 19.50, 17.50, 17.50, 17.50, 16.50, 16.50, 16.50, 16.50, 15.50, 15.50, 14.50, 15.50, 15.50, 13.00, 14.50, 14.00, 14.00, 12.00, 12.00, 13.50, 12.50, 12.00, 11.00, 11.00, 11.50, 10.00, 9.50, 9.50, 9.00, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 11.50, 11.50, 11.50, 11.50, 11.50, 11.50, 11.50, 10.50
40.00423, 105.26756, 8/17/2011, 2:53 PM, -199.99, 2.50, 2.50, -199.99, -199.99, 1.50, 2.50, 2.50, 2.50, -199.99, -199.99, 2.50, -199.99, 2.50, 2.50, 2.50, 2.50, -199.99, 1.50, 1.50, 2.50, -199.99, -199.99, 2.50, 2.50, 2.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, 1.50, 1.50, -199.99, 2.50, 1.50, -199.99, -199.99, 0.50, 1.50, 1.50, 1.50, -199.99, 13.50, 13.50, 13.50, 12.50, 13.50, 14.50, 14.50, 14.50, 14.50, 14.50, 15.50, 15.50, 15.50, 16.50, 15.50, 15.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 14.50, 14.50, 14.50, 14.50, 14.50, 14.50, 14.50, 13.50, 13.50, -199.99, 13.50, 13.50, 13.50, 13.50, 13.50, 12.50, 12.50, 12.50, 12.50, 12.50, 12.50, 12.50, 13.50, 13.50, 13.50, 14.50, 14.50, -199.99, 13.50, 13.50, 10.80, 12.50, 12.50, 10.40
40.00426, 105.26880, 8/17/2011, 2:58 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -199.99, -17.50, -199.99, -199.99, -199.99, -14.50, -14.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -199.99, -199.99, -199.99, -199.99, -199.99, -14.50, -14.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -17.50, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00
40.00514, 105.26991, 8/17/2011, 3:04 PM, -199.99, -1.80, -3.50, -3.50, -3.50, -3.50, -199.99, -199.99, -6.50, -3.50, -199.99, -199.99, 2.50, -3.50, -3.50, 3.50, -0.50, -3.50, -3.50, -1.80, -199.99, -3.50, -199.99, -199.99, -3.50, -3.50, -0.50, -6.50, -2.50, -3.50, -199.99, -199.99, -199.99, 3.50, -0.50, -3.50, -3.50, -199.99, -199.99, -3.50, -3.50, -199.99, -3.50, 4.20, 10.00, 7.40, 11.00, 11.00, 11.00, 7.50, 7.50, 10.50, 6.50, 6.50, 6.00, 10.00, 10.00, 7.80, 10.00, 9.50, 10.00, 10.00, 8.50, 11.00, 11.00, 11.00, 11.00, 11.00, 11.00, 11.00, 11.00, 11.00, 10.00, 11.00, 11.00, 11.00, 10.00, 10.00, 10.00, 10.00, 10.00, 8.00, 7.50, 6.50, 6.30, 6.40, 6.40, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00
40.00604, 105.26947, 8/17/2011, 3:08 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -9.50, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -9.50, -199.99, -199.99, -9.50, -9.50, -9.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -8.50, -199.99, -199.99, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -9.50, -199.99, 7.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 8.50, 7.50, 8.50, 8.50, 7.50, 7.50, 8.50, 8.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 6.50, 5.50, 5.50, 5.50, 5.50, 6.50, 6.50, 6.50, 6.50, 6.50, 7.50, 6.50, 7.50, 7.50, 7.50
40.00603, 105.27028, 8/17/2011, 3:11 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, 2.50, 2.50, 3.50, -199.99, 2.50, -199.99, -199.99, 2.50, 1.50, -199.99, 1.50, -199.99, -199.99, 1.50, -199.99, -199.99, -199.99, -199.99, -199.99, 0.50, 0.50, 1.50, -199.99, -199.99, -199.99, -199.99, -199.99, 4.50, 5.50, -199.99, -199.99, 5.50, -199.99, -199.99, 15.00, 15.00, 15.00, 14.00, 14.00, 13.00, 13.00, 14.00, 14.00, 14.00, 16.00, 14.50, 16.00, 11.50, 14.00, 14.00, 14.00, 15.00, 15.00, 15.00, 15.00, 14.00, 12.20, 13.00, 14.00, 12.20, 13.00, 15.00, 13.80, 16.00, 16.00, 16.00, 15.00, 11.80, 14.00, 14.00, 14.00, 14.00, 11.80, 13.00, 14.00, 15.00, 15.00, 11.50, 15.00, 13.50, 14.00, 15.00, 14.00, 11.80, 14.00, 14.00, 14.00, 15.00, 14.00, 11.50, 13.00, 13.00, 14.00
40.00600, 105.27031, 8/17/2011, 3:13 PM, -199.99, 6.50, 4.50, -12.50, -199.99, -199.99, -199.99, -11.50, -11.50, -199.99, -199.99, -199.99, 12.20, -11.50, -11.50, -10.50, -10.50, -199.99, -12.50, -13.50, -199.99, -12.50, -13.50, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, 3.50, -199.99, -14.50, 9.50, -199.99, -199.99, -14.50, -14.50, 4.50, 5.00, -12.50, 8.50, 5.00, 8.50, 8.50, 9.50, 6.50, 9.50, 8.50, 7.50, 8.50, 8.50, 5.50, 8.50, 7.50, 5.50, 6.50, 6.50, 6.50, 7.50, 6.50, 6.30, 8.50, 9.50, 8.50, 6.40, 9.50, 8.50, 8.50, 7.50, 6.40, 7.50, 8.50, 9.50, 8.50, 8.50, 7.50, 6.50, 7.50, 7.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.80, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 9.50, 7.80, 6.50, 8.50, 8.50
40.00602, 105.27024, 8/17/2011, 3:15 PM, -199.99, -199.99, -2.60, -9.50, -3.50, -0.80, -8.50, -3.50, -3.80, -199.99, -2.50, 0.50, -8.50, -2.50, -199.99, -0.80, -2.50, -2.50, -199.99, -199.99, -2.50, -2.50, -9.50, -2.50, 1.20, -6.50, -2.50, -2.50, -8.50, -2.50, -2.50, -6.50, -3.50, -3.50, -3.50, -3.50, -6.50, -199.99, -3.50, -4.80, -3.50, -3.50, -199.99, -199.99, 6.50, 6.50, 6.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 8.50, 7.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 7.50, 8.50
40.00605, 105.27029, 8/17/2011, 3:17 PM, -199.99, -199.99, 0.20, -199.99, -4.80, -8.50, -8.50, -199.99, -8.50, -9.50, -8.50, -199.99, -199.99, -8.50, -5.50, -0.80, -9.50, -199.99, -199.99, -199.99, -199.99, -199.99, -4.60, -4.60, -7.50, -7.50, -199.99, -10.50, -199.99, -199.99, -6.50, -3.00, -8.50, -7.50, -7.50, -12.50, -199.99, -12.50, -8.50, -8.50, -199.99, -199.99, -199.99, 3.50, 0.50, 3.50, 2.50, 2.50, 3.50, 0.00, 3.50, -0.50, 3.50, 4.50, 4.50, 4.50, 5.50, 5.50, 5.50, 5.50, 2.30, 4.50, 1.50, 4.50, 4.50, 4.50, 4.50, 1.00, 0.50, 3.50, 0.00, 3.50, 3.50, -0.50, 3.50, 3.50, 3.50, 3.50, 3.50, -1.80, 3.50, 3.50, -0.80, 3.50, 4.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50, 3.50
40.00611, 105.27148, 8/17/2011, 3:20 PM, -199.99, -199.99, -199.99, -6.50, -199.99, -6.50, -7.50, -7.50, -6.50, -7.50, -6.50, -6.50, -6.50, -199.99, -6.50, -7.50, -199.99, -199.99, -7.50, -6.50, -6.50, -6.50, -199.99, -199.99, -6.50, -199.99, -199.99, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -199.99, -199.99, -199.99, -199.99, -199.99, -7.50, -7.50, -199.99, -7.50, -199.99, -7.50, -199.99, 7.50, 7.50, 8.50, 8.50, 7.50, 6.80, 6.80, 8.50, 9.50, 9.50, 9.50, 9.50, 10.50, 10.50, 10.00, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, -199.99, 9.50, 10.50, 10.50, 9.50, 9.50, 9.50, 7.80, 9.00, 8.50, 9.50, 9.50, 9.50, 8.80, 7.80, -199.99, 9.50, -199.99, -199.99, -199.99, 9.50, 10.50, 9.50, 10.50, 11.50, 9.50, 9.50, 7.80, 9.50, 10.50, 10.50, 10.50, 7.80
40.00603, 105.27226, 8/17/2011, 3:23 PM, -8.50, -199.99, -8.50, -199.99, -199.99, -2.50, -199.99, -8.50, -199.99, -199.99, -199.99, -199.99, -7.50, -3.80, -10.50, -199.99, -199.99, -9.50, -7.50, -199.99, -6.50, -199.99, -199.99, -199.99, -199.99, -9.50, -199.99, -1.80, -6.50, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, 1.20, -9.50, -5.80, -8.50, -8.50, -6.50, -199.99, 6.50, 5.50, 6.50, 6.50, 6.50, 7.50, 8.50, 9.50, 8.50, 8.50, 8.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 4.50, 6.50, 6.50, 6.50, 5.50, 5.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 7.50, 7.50, 8.50, 7.50, 7.50, 7.50, 7.50, 7.50, 7.50, 8.50, 9.50, 7.50, 7.50, 7.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50
40.00145, 105.26369, 8/17/2011, 3:40 PM, -11.50, -199.99, -8.50, -18.50, -11.50, -199.99, -19.50, -18.50, -199.99, -199.99, -10.50, -18.50, -199.99, -17.50, -19.50, -199.99, -4.50, -199.99, -13.50, -19.50, -199.99, -199.99, -199.99, -199.99, -20.50, -6.60, -199.99, -18.50, -19.50, -199.99, -199.99, -9.50, -12.50, -17.50, -18.50, -199.99, -199.99, -199.99, -18.50, -199.99, -199.99, -19.50, -19.50, 4.00, 4.00, 4.00, 4.00, 4.00, 4.00, 4.00, 4.00, 3.00, 3.00, 4.00, 4.00, 4.00, 3.00, 5.00, 5.00, 5.00, 4.00, 4.00, 4.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 2.00, 2.00, 3.00, 3.00, 4.00, 4.00, 2.00, 4.00, 4.00, 3.00, 4.00, 4.00, 5.00, 6.00, 7.00, 6.00, 5.00, 5.00, 6.00, 5.00, 5.00, 5.00, 4.00, 4.00
40.00144, 105.26360, 8/17/2011, 3:42 PM, -199.99, -199.99, -199.99, -199.99, -10.80, -199.99, -199.99, -19.50, -22.50, -199.99, -199.99, -18.50, -18.50, -199.99, -199.99, -199.99, -199.99, -8.60, -22.50, -10.00, -19.50, -20.50, -19.50, -199.99, -199.99, -19.50, -199.99, -199.99, -22.50, -199.99, -199.99, -19.50, -19.50, -199.99, -15.50, -199.99, -199.99, -199.99, -21.50, -199.99, -199.99, -18.50, -6.50, -6.50, -6.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -6.50, -6.50, -5.50, -5.50, -4.50, -4.50, -5.50, -5.50, -4.50, -5.50, -5.50, -3.50, -3.50, -2.50, -2.50, -3.50, -2.50, -2.50, -4.50, -4.50, -3.50, -4.50, -4.50, -4.50, -6.50, -6.50, -7.50, -8.50, -9.50, -9.50, -9.50, -8.50, -8.50, -8.50, -7.50, -7.50, -7.50, -7.50, -7.50, -6.50, -5.50, -5.50, -6.50, -6.50, -6.50, -7.50, -7.50, -7.50, -7.50
40.00150, 105.26363, 8/17/2011, 3:44 PM, -199.99, -199.99, -13.50, -13.50, -10.80, -199.99, -199.99, -199.99, -12.50, -13.50, -13.50, -13.50, -199.99, -13.50, -199.99, -13.50, -13.50, -13.50, -13.50, -7.00, -199.99, -12.50, -13.50, -13.50, -12.50, -12.50, -12.50, -12.50, -8.60, -12.50, -12.50, -7.80, -12.50, -12.50, -12.50, -13.50, -12.50, -12.50, -199.99, -6.50, -2.20, 0.50, -0.50, 0.50, -2.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, -3.50, 0.50, -0.50, -0.50, 0.50, 1.50, 1.50, 1.50, 0.50, 0.50, 0.50, 0.50, 0.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, -0.20, 1.50, 1.50, 0.50
40.00154, 105.26271, 8/17/2011, 3:47 PM, -199.99, -199.99, -199.99, -199.99, -11.50, -13.50, -6.50, -23.50, -16.50, -199.99, -199.99, -199.99, -14.50, -14.50, -199.99, -199.99, -199.99, -199.99, -8.00, -199.99, -199.99, -14.50, -23.50, -6.80, -14.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -12.80, -7.50, -9.80, -9.80, -6.80, -199.99, -14.50, -199.99, -23.50, -23.50, -1.00, -1.00, -1.00, -1.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -2.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -2.00, -2.00, -2.00, -2.00, -2.00, -1.00, -2.00, -3.00, -3.00, -3.00, -2.00, -2.00, -2.00, -2.00, -2.00, -1.00
40.00062, 105.25901, 8/17/2011, 3:57 PM, -199.99, -36.50, -37.50, -34.50, -199.99, -33.50, -199.99, -199.99, -199.99, -30.50, -33.50, -199.99, -199.99, -199.99, -35.50, -33.50, -199.99, -34.50, -35.50, -199.99, -36.50, -36.50, -33.50, -199.99, -199.99, -28.50, -35.50, -199.99, -36.50, -36.50, -199.99, -29.80, -199.99, -35.50, -35.50, -199.99, -35.50, -199.99, -36.50, -199.99, -199.99, -32.50, -18.50, -17.50, -21.50, -21.00, -21.50, -21.50, -24.50, -21.20, -17.50, -17.50, -17.50, -18.60, -17.50, -17.50, -17.50, -19.70, -17.50, -17.50, -15.50, -15.50, -15.50, -13.50, -14.50, -14.50, -15.50, -16.50, -16.50, -17.50, -18.50, -18.50, -20.50, -18.50, -18.50, -19.80, -17.50, -17.50, -17.50, -21.20, -23.50, -18.50, -18.50, -17.50, -16.50, -15.50, -16.50, -17.50, -17.50, -17.50, -20.50, -18.50, -18.50, -19.50, -22.50, -18.50, -17.50, -19.20, -18.50, -16.50
40.00068, 105.25957, 8/17/2011, 4:03 PM, -32.50, -199.99, -199.99, -26.50, -34.50, -199.99, -199.99, -199.99, -199.99, -24.50, -34.50, -20.50, -34.50, -33.50, -199.99, -199.99, -199.99, -23.50, -33.50, -26.50, -24.80, -24.80, -32.50, -199.99, -199.99, -199.99, -199.99, -31.50, -199.99, -199.99, -199.99, -24.50, -32.50, -199.99, -21.60, -23.50, -32.50, -199.99, -30.50, -23.60, -24.50, -32.50, -33.50, -14.50, -13.50, -13.50, -13.50, -13.50, -13.50, -12.50, -11.50, -11.50, -11.50, -14.50, -14.50, -13.50, -14.50, -13.50, -13.50, -13.50, -13.50, -14.50, -15.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -12.50, -12.50, -12.50, -12.50, -11.50, -12.50, -12.50, -12.50, -12.50, -13.50, -14.50, -13.50, -13.50, -13.50, -14.50, -14.50, -14.50, -14.50, -13.50, -16.50, -12.50, -14.50, -11.50, -11.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50
40.00068, 105.25959, 8/17/2011, 4:05 PM, -24.60, -27.80, -23.50, -23.50, -199.99, -25.50, -26.80, -199.99, -24.50, -199.99, -26.50, -28.80, -19.80, -27.50, -26.50, -199.99, -21.50, -26.50, -199.99, -199.99, -30.80, -32.50, -29.50, -30.50, -199.99, -199.99, -29.50, -28.80, -29.50, -33.50, -25.50, -24.50, -199.99, -31.80, -25.50, -29.80, -34.50, -24.50, -199.99, -199.99, -24.50, -33.50, -16.50, -16.50, -17.50, -18.50, -18.50, -17.50, -18.50, -17.50, -18.50, -19.50, -19.50, -21.50, -19.80, -19.50, -19.50, -20.50, -19.50, -18.50, -19.50, -19.50, -18.50, -19.50, -19.50, -19.50, -19.50, -17.50, -19.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -22.00, -18.50, -21.50, -18.50, -18.50, -19.50, -17.50, -18.50, -18.50, -18.50, -18.50, -18.50, -22.50, -18.50, -19.50, -19.50, -18.50
40.00064, 105.25953, 8/17/2011, 4:06 PM, -199.99, -199.99, -199.99, -199.99, -29.50, -199.99, -29.50, -30.50, -199.99, -199.99, -199.99, -199.99, -29.50, -29.50, -199.99, -28.50, -28.50, -199.99, -199.99, -199.99, -199.99, -25.50, -199.99, -25.50, -199.99, -199.99, -199.99, -199.99, -25.50, -27.50, -26.50, -199.99, -199.99, -199.99, -199.99, -26.50, -199.99, -199.99, -26.50, -199.99, -199.99, -199.99, -199.99, -12.50, -12.50, -13.50, -13.50, -13.50, -14.50, -14.50, -14.50, -14.50, -14.50, -15.60, -13.50, -12.50, -13.50, -13.50, -14.50, -13.50, -14.50, -13.50, -12.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -14.50, -14.50, -14.50, -14.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -12.50, -12.50, -12.50, -13.50, -11.50, -11.50, -11.50, -12.50, -12.50, -12.50, -14.50, -13.50, -13.50, -14.50, -13.50, -12.50, -12.50, -11.50, -11.50
40.00068, 105.25947, 8/17/2011, 4:08 PM, -26.00, -199.99, -17.00, -18.00, -199.99, -25.00, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -12.30, -199.99, -28.00, -199.99, -199.99, -199.99, -19.00, -199.99, -28.00, -199.99, -16.00, -199.99, -27.00, -19.00, -25.00, -27.00, -18.00, -18.00, -21.00, -199.99, -199.99, -199.99, -28.00, -199.99, -199.99, -27.00, -27.00, -28.00, -199.99, -9.00, -5.50, -4.50, -4.50, -3.50, -5.50, -5.50, -5.50, -6.50, -6.50, -6.50, -5.50, -5.50, -5.50, -4.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -5.50, -6.00, -5.50, -5.50, -5.50, -5.50, -7.70, -5.50, -5.50, -5.50, -5.50, -4.50, -4.50, -4.50, -4.50, -3.50, -4.50, -3.50, -4.50, -4.50, -4.50, -5.50, -5.50, -6.50, -5.50, -5.50, -5.50
40.00068, 105.26051, 8/17/2011, 4:12 PM, -24.00, -199.99, -199.99, -199.99, -30.50, -199.99, -33.50, -33.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -33.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -30.50, -34.50, -199.99, -199.99, -34.50, -35.50, -38.50, -199.99, -199.99, -199.99, -199.99, -30.50, -199.99, -199.99, -199.99, -199.99, -17.50, -17.50, -18.80, -17.50, -17.50, -17.50, -17.50, -18.50, -16.50, -17.50, -18.50, -18.50, -20.60, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -20.20, -21.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -20.20, -18.50, -18.50, -18.50, -18.50, -21.50, -19.50, -18.50, -18.50, -19.80, -18.50, -18.50, -19.50, -19.50, -19.50, -21.70, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -19.50, -22.50, -23.00, -19.50, -19.50
40.00067, 105.26149, 8/17/2011, 4:15 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -29.50, -29.50, -29.50, -29.50, -17.50, -199.99, -26.50, -199.99, -199.99, -20.50, -16.60, -29.50, -29.50, -199.99, -199.99, -24.50, -17.50, -29.50, -29.50, -29.50, -199.99, -199.99, -199.99, -199.99, -21.80, -19.80, -29.50, -29.50, -18.00, -199.99, -29.50, -29.50, -26.50, -20.50, -29.50, -29.50, -199.99, -199.99, -29.50, -14.50, -14.50, -14.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -14.50, -13.50, -14.50, -14.50, -14.50, -13.50, -13.50, -13.50, -13.50, -13.50, -14.00, -17.50, -13.50, -15.70, -13.50, -13.50, -13.50, -13.50, -15.60, -13.50, -18.50, -13.50, -14.50, -14.50, -16.50, -14.50, -18.50, -14.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -17.50, -14.20, -14.80, -12.50, -11.50, -17.00, -18.80, -13.50, -12.50
40.00068, 105.26244, 8/17/2011, 4:17 PM, -199.99, -199.99, -199.99, -25.50, -13.60, -17.80, -22.50, -199.99, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -16.80, -24.50, -199.99, -18.50, -199.99, -199.99, -199.99, -24.50, -199.99, -199.99, -199.99, -199.99, -199.99, -27.50, -199.99, -199.99, -199.99, -199.99, -13.50, -199.99, -16.00, -15.00, -21.60, -199.99, -199.99, -28.50, -199.99, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -11.50, -10.50, -10.50, -9.50, -9.50, -9.50, -10.50, -10.50, -11.80, -10.50, -10.50, -10.50, -10.50, -10.50, -13.50, -10.50, -9.50, -9.50, -9.50, -12.50, -8.50, -8.50, -7.50, -8.50, -10.50, -7.50, -8.50, -10.00, -8.50, -9.00, -9.50, -10.50, -10.50, -11.50, -10.50, -10.50, -9.50, -9.50, -10.00, -9.50, -10.50, -10.50, -10.50, -11.50, -11.50, -11.50, -11.50, -10.50, -12.80, -11.50
